,Unnamed: 0,title,community,hourseType,area,direction,fitment,elevator,floorInfo,position,price,area_positon
1157,1157,360度采光 全新装修南北通透 小区带花园总价低税费少,百仕达花园二期,2室1厅,73.5平米,南,精装,有电梯,高楼层(共18层)2000年建板塔结合,百仕达,480.0,罗湖区
1158,1158,全新毛坯随意装修拓展，享受品质生活,云景梧桐花园,4室1厅,134.79平米,南 北,毛坯,有电梯,高楼层(共18层)2014年建塔楼,莲塘,1200.0,罗湖区
1159,1159,山湖居正规两房诚心出售，采光通风好。,山湖居,2室1厅,64.04平米,西南 西,其他,有电梯,中楼层(共10层)2003年建板塔结合,布心,350.0,罗湖区
1160,1160,雅仕居两房，大小适合，居家装修，小区人车分流。,雅仕居,2室1厅,54.09平米,东北,其他,有电梯,低楼层(共19层)2001年建板塔结合,清水河,270.0,罗湖区
1161,1161,户型方正实用 京基东方都会一房 新秀黄贝岭,京基东方都会,1室1厅,35.7平米,西,其他,有电梯,中楼层(共32层)2004年建塔楼,新秀,190.0,罗湖区
1162,1162,合正星园精装两房 户型方正实用 厅出阳台,合正星园,2室1厅,72.72平米,北,其他,有电梯,低楼层(共26层)2003年建板塔结合,翠竹,560.0,罗湖区
1163,1163,精装修 免增值税 西南三房 公交地铁只需900米路,花半里别馆,3室2厅,71.08平米,南 北,其他,有电梯,低楼层(共23层)2008年建板塔结合,布心,380.0,罗湖区
1164,1164,国际名园 精装两房 边角单位 业主诚意出售！,国际名园,2室1厅,60.04平米,西北,其他,有电梯,低楼层(共31层)2004年建板塔结合,春风路,300.0,罗湖区
1165,1165,合正锦湖魅力城精装两房，满两年，视野开阔，双阳台。,合正锦湖魅力城,2室1厅,64.6平米,西北,精装,有电梯,中楼层(共31层)2008年建板塔结合,洪湖,430.0,罗湖区
1166,1166,锦上花中层小两房出售，近关口，地铁口，户型方正实用,锦上花家园,2室1厅,48.58平米,北,简装,有电梯,低楼层(共33层)2003年建板塔结合,黄贝岭,260.0,罗湖区
1167,1167,海珑华苑精装2房 满2年 看房方便,海珑华苑,2室2厅,81.41平米,东南 南,其他,有电梯,中楼层(共27层)2000年建板塔结合,螺岭,340.0,罗湖区
1168,1168,经典小户型 带电梯 近地铁站 诚心出售,城建综合楼,1室0厅,26.36平米,南,其他,其他,高楼层(共7层)板楼,翠竹,225.0,罗湖区
1169,1169,房子朝向南北，傍山小区，天然氧吧,雍翠华府,2室1厅,51.47平米,南,其他,有电梯,中楼层(共35层)2004年建板塔结合,布心,280.0,罗湖区
1170,1170,世金汉宫 一居室 高品质住宅 交通方便,世界金融中心,1室1厅,40.2平米,北,其他,有电梯,高楼层(共23层)2004年建板塔结合,万象城,250.0,罗湖区
1171,1171,城市天地广场 低价两房 满五年 红本 诚意出售,城市天地广场,2室1厅,60.75平米,南,其他,有电梯,高楼层(共41层)2005年建板塔结合,万象城,285.0,罗湖区
1172,1172,朗钜御风庭一房，地铁口 文锦口岸旁 ，诚意出售！,朗钜御风庭,1室1厅,44.71平米,西北,其他,有电梯,低楼层(共28层)2004年建板塔结合,黄贝岭,223.0,罗湖区
1173,1173,城建综合楼 1室0厅 235万,城建综合楼,1室0厅,27.57平米,南,其他,其他,高楼层(共7层)1990年建板楼,翠竹,235.0,罗湖区
1174,1174,金祥都市花园 3室1厅 350万,金祥都市花园,3室1厅,85.66平米,东南,其他,无电梯,中楼层(共7层)1998年建板塔结合,清水河,350.0,罗湖区
1175,1175,小两房 总价低 精装修 看翠竹山景靠山物业,翠拥华庭,2室1厅,50.68平米,西北,精装,有电梯,低楼层(共32层)2000年建板塔结合,百仕达,295.0,罗湖区
1176,1176,新天地名居1房1厅，满两年，方正实用，光线佳,新天地名居,1室1厅,39.27平米,西北,精装,有电梯,中楼层(共31层)2005年建板塔结合,黄贝岭,200.0,罗湖区
1177,1177,朝东向比其它朝向都好，阳台还可往外扩出几个平米,旭飞华达园,1室1厅,38.83平米,东,简装,有电梯,低楼层(共21层)2002年建塔楼,百仕达,179.0,罗湖区
1178,1178,莲塘雍翠舒适两房 高楼层朝东南 业主诚心放卖,雍翠豪园,2室2厅,71.86平米,东南,其他,有电梯,高楼层(共9层)2001年建板塔结合,莲塘,375.0,罗湖区
1179,1179,美景大厦三房，南向厅出阳台户型方正,美景大厦,3室2厅,88.98平米,东南,其他,有电梯,高楼层(共30层)1996年建板塔结合,洪湖,460.0,罗湖区
1180,1180,花园中间 两居厅大 税少 高品生活由此开始,百仕达东郡,2室1厅,82.54平米,西北,其他,有电梯,低楼层(共31层)2005年建板塔结合,百仕达,530.0,罗湖区
1181,1181,高层小户型视野开阔，采光充足，位置好安静全明总价低,玉雅居,1室1厅,45.31平米,西北,其他,有电梯,中楼层(共11层)1998年建板塔结合,莲塘,199.0,罗湖区
1182,1182,东乐花园 朝南三房 满两年 税费少 大型社区 配套完善,东乐花园,3室1厅,95.26平米,南,其他,有电梯,低楼层(共32层)1994年建板塔结合,百仕达,370.0,罗湖区
1183,1183,MTR property 东北向三房 满五税费少 居家精装入住,和平广场,3室2厅,83.54平米,东北,精装,有电梯,低楼层(共34层)2000年建板塔结合,地王,425.0,罗湖区
1184,1184,房子是精装修的，业主自住，高楼层。,大地花园,2室1厅,48.61平米,东,其他,有电梯,中楼层(共26层)1996年建板塔结合,布心,210.0,罗湖区
1185,1185,汇鑫花园，带花园小区，户型方正，适合居家,汇鑫花园,2室1厅,66.96平米,南,简装,有电梯,中楼层(共9层)2000年建板楼,黄贝岭,415.0,罗湖区
1186,1186,满两年，私人天台花园，固定车位，万科物业，闹中取静,颐园,4室2厅,137.57平米,西,其他,精装,3层1994年建暂无数据,银湖,1050.0,罗湖区
1187,1187,经理推荐金色年华家园，两房，厅出阳台朝南，看花园,金色年华家园,2室2厅,61.23平米,南,精装,有电梯,低楼层(共25层)2005年建板塔结合,莲塘,376.0,罗湖区
1188,1188,山湖居朝南向大户型3房 采光视野好 看房方便,山湖居,3室1厅,92.24平米,南,其他,有电梯,低楼层(共11层)2003年建板塔结合,布心,450.0,罗湖区
1189,1189,锦上花家园东南向看香港山三居室诚心出售,锦上花家园,3室2厅,87.87平米,东南,精装,有电梯,中楼层(共33层)2003年建板塔结合,黄贝岭,438.0,罗湖区
1190,1190,新秀京基东方都会 满两年 精装修 户型方正采光好,京基东方都会,1室1厅,35.54平米,西,精装,有电梯,中楼层(共32层)2004年建板塔结合,新秀,175.0,罗湖区
1191,1191,万科东方尊峪 2室1厅 538万,万科东方尊峪,2室1厅,88.68平米,南,其他,有电梯,高楼层(共18层)2008年建板塔结合,莲塘,538.0,罗湖区
1192,1192,福德花园，黄贝岭地铁口，满五年，精装修,福德花园,3室1厅,79.35平米,南,其他,有电梯,中楼层(共32层)1999年建板塔结合,螺岭,438.0,罗湖区
1193,1193,鹏兴花园5期 买一层送一层 精装修大三房 朝南向看花园,鹏兴花园五期,3室1厅,72.69平米,南,其他,有电梯,高楼层(共16层)2002年建板塔结合,莲塘,460.0,罗湖区
1194,1194,联诚美元  正规两房 精装修 满五年  朝东花园式小区,联城美园,2室1厅,62.3平米,东,精装,有电梯,低楼层(共35层)2006年建板塔结合,春风路,360.0,罗湖区
1195,1195,5/7号线 太安 满两年精装一房一厅 税费少 花园社区,鸿园居,1室1厅,40.16平米,北,其他,有电梯,中楼层(共9层)2000年建板塔结合,百仕达,208.0,罗湖区
1196,1196,满五年，红本在手，诚心出售，采光不错。朝东！,金城华庭,1室1厅,38.66平米,东,其他,有电梯,低楼层(共24层)2003年建板塔结合,螺岭,268.0,罗湖区
1197,1197,锦花大厦满五年红本无欠款，自住精装修，方正采光好。,锦花大厦,2室2厅,88.07平米,东南,其他,有电梯,高楼层(共24层)1990年建塔楼,春风路,310.0,罗湖区
1198,1198,2010年社区 看香港 电梯房 业主付税，客户只需契税。,峰度天下,3室2厅,88平米,东南,其他,有电梯,低楼层(共30层)2010年建板塔结合,新秀,495.0,罗湖区
1199,1199,源兴居  洪湖畔 公园旁 客厅主卧看湖景,源兴居,4室1厅,123.06平米,东南,其他,有电梯,低楼层(共32层)2002年建板塔结合,洪湖,580.0,罗湖区
1200,1200,3号线田贝站 深中未锁定 高楼层朝南向,金丽豪苑,1室1厅,40.44平米,南,其他,有电梯,中楼层(共30层)2000年建板塔结合,翠竹,315.0,罗湖区
1201,1201,幸福万象 上下复式 红本在手 朝南看香港 业主诚意卖,幸福万象,2室1厅,49.28平米,南,其他,有电梯,低楼层(共32层)2015年建板楼,罗湖口岸,350.0,罗湖区
1202,1202,房子业主诚心出售满二年 免增税 南向视野好 看香港山,世界金融中心,2室1厅,49.73平米,西 北,其他,有电梯,低楼层(共23层)2004年建板塔结合,万象城,285.0,罗湖区
1203,1203,松泉山庄 3室1厅 443万,松泉山庄,3室1厅,94.29平米,东南 南,其他,无电梯,高楼层(共7层)1997年建板塔结合,布心,443.0,罗湖区
1204,1204,3、7号线，房子满五年红本在手，税费少朝南很安静,华达园公寓,1室1厅,41.67平米,南,其他,有电梯,低楼层(共33层)2005年建塔楼,百仕达,195.0,罗湖区
1205,1205,缤纷时代家园 花园小区 螺岭未用 近地铁口 近公园,缤纷时代家园,2室1厅,59.59平米,西北,其他,有电梯,低楼层(共33层)2004年建板塔结合,螺岭,435.0,罗湖区
1206,1206,金迪名苑 1室0厅 175万,金迪名苑,1室0厅,25.95平米,南,其他,有电梯,高楼层(共17层)2004年建板塔结合,布心,175.0,罗湖区
1207,1207,商务公寓 单价低 东向看洪湖公园,华商时代公寓,1室1厅,42.15平米,东,其他,有电梯,中楼层(共19层)2009年建板塔结合,笋岗,140.0,罗湖区
1208,1208,总价比同户型都低很多，带阳台的单房少有户型 且朝南,旭飞华达园,1室0厅,26.6平米,南,其他,有电梯,低楼层(共24层)2002年建塔楼,百仕达,125.0,罗湖区
1209,1209,此房满五年 唯一一套 地铁口物业 户型方正 业主着急卖,金色都汇,1室1厅,44.92平米,东北,其他,有电梯,中楼层(共25层)2004年建塔楼,春风路,226.0,罗湖区
1210,1210,罗湖口岸 满五唯一 70年产权公寓 物业管理好,双城世纪,2室1厅,65.95平米,南,精装,无电梯,高楼层(共7层)2006年建板塔结合,罗湖口岸,260.0,罗湖区
1211,1211,罗湖金岸小户型挂卖 总价低 红本在手满两年,罗湖金岸大厦,1室0厅,27.38平米,西南,其他,有电梯,高楼层(共33层)2003年建板塔结合,罗湖口岸,125.0,罗湖区
1212,1212,莲塘街道办 实用一房  方正格局 交通便利 红本少税,莲塘D小区,1室0厅,30.74平米,南,简装,无电梯,中楼层(共7层)1996年建板塔结合,莲塘,167.0,罗湖区
1213,1213,金鼎大厦52.16平居家一居室出售 地铁100米路程,金鼎大厦,1室1厅,52.16平米,西南,简装,有电梯,低楼层(共28层)2003年建板塔结合,春风路,230.0,罗湖区
1214,1214,超高性比价！精装房，中高楼层，正南大飘窗，螺岭未用,都心名苑,1室1厅,35.79平米,南,精装,有电梯,高楼层(共23层)2006年建板塔结合,螺岭,188.0,罗湖区
1215,1215,店长推荐 首付不高，户型方正，楼层高，赠送3平面积,虹桥星座大厦,1室0厅,23.61平米,北,其他,有电梯,高楼层(共22层)2005年建板塔结合,笋岗,125.0,罗湖区
1216,1216,朗钜御风庭一房一厅 端头位 通风采光很好 位置安静,朗钜御风庭,1室1厅,44.16平米,南,精装,有电梯,中楼层(共28层)2004年建板塔结合,黄贝岭,262.0,罗湖区
1217,1217,华丽花园大三房 满五年唯一 高层朝东南,华丽花园,3室2厅,100.2平米,东南,精装,有电梯,高楼层(共29层)1995年建塔楼,螺岭,530.0,罗湖区
1218,1218,联城美园 精装满两年大开间 赠送大露台,联城美园,1室0厅,25.84平米,北,其他,有电梯,低楼层(共35层)2006年建板塔结合,春风路,145.0,罗湖区
1219,1219,翠北+深中未用 满二年地铁物业 方便看房 诚心急售,阳光天地家园,1室1厅,39.25平米,南,其他,有电梯,中楼层(共31层)2004年建塔楼,翠竹,350.0,罗湖区
1220,1220,庐山花园 国贸方正大一房可改两房49平总价低,庐山花园,1室1厅,49.12平米,北,其他,有电梯,中楼层(共31层)1996年建板塔结合,罗湖口岸,200.0,罗湖区
1221,1221,双城世纪单间改一房一厅 户型方正，口岸物业品质小区,双城世纪,1室0厅,31.85平米,北,其他,有电梯,高楼层(共29层)2007年建板塔结合,罗湖口岸,172.0,罗湖区
1222,1222,日式风格，干净清爽，朝东安静 温馨灵动,金迪名苑,1室0厅,26.05平米,东南,其他,有电梯,中楼层(共17层)2004年建板塔结合,布心,175.0,罗湖区
1223,1223,国贸精装修大面积一房一厅，税费少,天俊大厦,1室1厅,47.55平米,南,其他,有电梯,中楼层(共26层)2005年建板塔结合,春风路,215.0,罗湖区
1224,1224,店长推荐，20年可用，可改两房，业主诚心出售,东门168,1室1厅,40.17平米,南,其他,有电梯,低楼层(共24层)2005年建板塔结合,螺岭,243.0,罗湖区
1225,1225,祥福雅居 满五年红本在手 笋岗地铁站,祥福雅居,1室0厅,30.6平米,南,其他,有电梯,中楼层(共31层)2005年建板塔结合,笋岗,142.0,罗湖区
1226,1226,红本满两年少税 精装小户型 田贝地铁 中间楼层,金丽豪苑,1室1厅,42.54平米,南,简装,有电梯,高楼层(共30层)2000年建板塔结合,翠竹,320.0,罗湖区
1227,1227,楼下沃尔玛，近田贝站，端头位置，格局通透，朝西南向,旭飞华达园,1室1厅,40.37平米,西南,其他,有电梯,高楼层(共21层)2002年建塔楼,百仕达,196.0,罗湖区
1228,1228,幸福万象 精装修 南向看香港 两房复式 风景很美带阳台,幸福万象,2室1厅,49.28平米,南,精装,有电梯,低楼层(共32层)2015年建板楼,罗湖口岸,370.0,罗湖区
1229,1229,红桂皇冠精装标准方正一房一厅，红本，业主诚意出售,红桂皇冠,1室1厅,41.5平米,东北,简装,有电梯,高楼层(共26层)2007年建板塔结合,地王,185.0,罗湖区
1230,1230,日豪名园 1室1厅 232万,日豪名园,1室1厅,59.81平米,西,其他,有电梯,低楼层(共31层)2000年建板塔结合,地王,232.0,罗湖区
1231,1231,TCL雅馨居正南向两居室 满五年 阳光充足,TCL雅馨居,2室1厅,59.4平米,南,简装,有电梯,中楼层(共29层)2002年建塔楼,地王,330.0,罗湖区
1232,1232,佳兆业金翠园 满两年 精装修 厅出阳台,佳兆业金翠园,1室1厅,56.83平米,东北,精装,有电梯,高楼层(共31层)2010年建塔楼,翠竹,485.0,罗湖区
1233,1233,翠榕花园68平米两居室厅出阳台，中间楼层，通风采光好,翠榕花园,2室1厅,68平米,北,简装,无电梯,中楼层(共7层)1998年建板楼,莲塘,375.0,罗湖区
1234,1234,庐山花园 1室1厅 200万,庐山花园,1室1厅,50.2平米,南,精装,有电梯,低楼层(共27层)1996年建板塔结合,罗湖口岸,200.0,罗湖区
1235,1235,合正锦湖魅力城3.9米高厅大2房西南向看花园,合正锦湖魅力城,2室1厅,80.07平米,西南,其他,有电梯,高楼层(共31层)2008年建板塔结合,洪湖,520.0,罗湖区
1236,1236,东乐花园精装大三房，高楼层视野采光好 满两年,东乐花园,3室2厅,111.51平米,北,精装,有电梯,高楼层(共32层)1994年建板塔结合,百仕达,410.0,罗湖区
1237,1237,汇泰大厦 2室2厅 350万,汇泰大厦,2室2厅,58.59平米,南,精装,有电梯,高楼层(共33层)2008年建板塔结合,罗湖口岸,350.0,罗湖区
1238,1238,业主诚心卖 全景看洪湖公园 200米地铁口,湖景大厦,3室2厅,101平米,西,其他,有电梯,低楼层(共26层)1992年建塔楼,翠竹,480.0,罗湖区
1239,1239,深发花园 3室1厅 360万,深发花园,3室1厅,86.37平米,西南,其他,有电梯,低楼层(共32层)1994年建板塔结合,黄贝岭,360.0,罗湖区
1240,1240,钻石时代公寓高层复式一房一厅户型方正通透光亮。,钻石时代,1室1厅,27.02平米,北,简装,有电梯,高楼层(共20层)2008年建板塔结合,春风路,175.0,罗湖区
1241,1241,东门2014年新楼盘 全新交房  满两年,天玺一号,3室1厅,61.92平米,东南,其他,有电梯,高楼层(共32层)2015年建板塔结合,东门,490.0,罗湖区
1242,1242,阳光新干线大两房 客厅出大阳台 满两年免增值税,阳光新干线家园,2室1厅,68.41平米,东南,其他,有电梯,低楼层(共33层)2005年建塔楼,春风路,380.0,罗湖区
1243,1243,港逸豪庭 两室一厅 朝南通透不压抑 居家精装修 诚售,港逸豪庭,2室1厅,55.17平米,南,其他,有电梯,中楼层(共43层)2000年建板塔结合,罗湖口岸,220.0,罗湖区
1244,1244,朗钜御风庭一房一厅高层，双阳台户型方正稅少,朗钜御风庭,1室1厅,45.39平米,西北,精装,有电梯,中楼层(共28层)2004年建板塔结合,黄贝岭,245.0,罗湖区
1245,1245,翠景大厦 2室1厅 370万,翠景大厦,2室1厅,62.67平米,东,其他,其他,中楼层(共7层)板塔结合,翠竹,370.0,罗湖区
1246,1246,小区环境不错经典小户型部价低楼层好已经改成两房,骏庭名园,2室1厅,50.73平米,西,其他,有电梯,低楼层(共31层)1999年建板塔结合,地王,226.0,罗湖区
1247,1247,四季御园 1栋正规三房 高层观山景 户型方正诚心出售,四季御园,3室2厅,84.12平米,北,毛坯,有电梯,高楼层(共44层)2014年建板塔结合,莲塘,510.0,罗湖区
1248,1248,朗钜御风庭 中高层 西南向 方正一房 双阳台 急卖,朗钜御风庭,1室1厅,46.09平米,西南,精装,有电梯,低楼层(共28层)2004年建板塔结合,黄贝岭,250.0,罗湖区
1249,1249,聚宝花园两居室，南向，精装修中高楼层，诚心卖。,聚宝花园,2室2厅,78.94平米,南,其他,有电梯,中楼层(共17层)2000年建板楼,莲塘,360.0,罗湖区
1250,1250,新天地名居一房，大阳台，南向，黄贝岭,新天地名居,1室1厅,39.27平米,东南,其他,有电梯,中楼层(共31层)2005年建板塔结合,黄贝岭,203.0,罗湖区
1251,1251,立新花园，大社区，有钥匙，看房方便 交通方便,立新花园,2室1厅,51.35平米,东,其他,有电梯,高楼层(共14层)1990年建板塔结合,东门,305.0,罗湖区
1252,1252,龙园山庄小复式，带私家花园，尽享舒适生活,龙园山庄,3室2厅,89.06平米,南,其他,无电梯,低楼层(共8层)1997年建板塔结合,清水河,455.0,罗湖区
1253,1253,宝丰苑  全新装修未出租  布心地铁站,宝丰苑,2室1厅,81.51平米,东,其他,其他,中楼层(共16层)2016年建板塔结合,布心,456.0,罗湖区
1254,1254,鸿翔花园 2室1厅 590万,鸿翔花园,2室1厅,84.14平米,西北,其他,有电梯,低楼层(共33层)2005年建板塔结合,地王,590.0,罗湖区
1255,1255,满五年免增值税，标准居家两房，业主诚售！,旭飞华达园,2室1厅,57.51平米,西,精装,有电梯,中楼层(共23层)2001年建塔楼,百仕达,275.0,罗湖区
1256,1256,美思苑 自住装修 诚卖 红本过了五年了,美思苑大厦,2室2厅,92.74平米,南,其他,有电梯,中楼层(共25层)1995年建板塔结合,百仕达,580.0,罗湖区
1257,1257,田贝地铁口  精装一房 近沃尔玛 配套齐全 诚心出售,旭飞华达园,1室1厅,38.93平米,西,其他,有电梯,中楼层(共21层)2001年建塔楼,百仕达,180.0,罗湖区
1258,1258,骏庭名园 经典大一房户型，安静舒适，地铁口物业,骏庭名园,1室1厅,50.73平米,西,其他,有电梯,低楼层(共31层)1999年建板塔结合,地王,225.0,罗湖区
1259,1259,梧桐山新居二期 正规一室一厅 户型周正 厅出阳台。,梧桐山新居,1室1厅,38.75平米,西,其他,有电梯,低楼层(共9层)2002年建塔楼,莲塘,218.0,罗湖区
1260,1260,罗湖关口物业 户型方正 精装修 采光充足 居家舒适,罗湖金岸大厦,2室1厅,68.94平米,南,其他,有电梯,低楼层(共33层)2003年建板塔结合,罗湖口岸,300.0,罗湖区
1261,1261,中低楼层上下方便，满五唯一红本税费少cui yuan未锁定,泰和花园,2室1厅,72.5平米,南 北,其他,无电梯,中楼层(共8层)1998年建板塔结合,布心,430.0,罗湖区
1262,1262,满五红本税费少，采光通透无遮挡，视野开阔看翠竹山,阳光绿地家园,1室1厅,38.26平米,西北,其他,有电梯,中楼层(共27层)2007年建板塔结合,百仕达,215.0,罗湖区
1263,1263,黄贝岭旁边，海珑华苑大一房，好出租,海珑华苑,1室1厅,60.18平米,东南,其他,有电梯,低楼层(共27层)2001年建板塔结合,螺岭,320.0,罗湖区
1264,1264,新港鸿 3号线田贝地铁站 客厅出阳台 满了两 看房方便,新港鸿花园,2室1厅,79.99平米,南,其他,有电梯,低楼层(共24层)1999年建板塔结合,百仕达,450.0,罗湖区
1265,1265,幸福万象高层看万象城，红本在手,幸福万象,2室1厅,49.28平米,北,其他,有电梯,中楼层(共32层)2015年建板楼,罗湖口岸,300.0,罗湖区
1266,1266,和平广场精装两房，业主诚心出售。经理推荐好房！,和平广场,2室1厅,61.61平米,西北,其他,有电梯,低楼层(共34层)2000年建板塔结合,地王,325.0,罗湖区
1267,1267,罗湖国贸 金源大厦精装大2居室 户型方正采光好,金源大厦,2室1厅,78.79平米,东南,精装,有电梯,高楼层(共24层)1995年建板塔结合,春风路,310.0,罗湖区
1268,1268,布心地铁口 满五年税费低 2+1 面积赠送20平米 翠园,今日家园,3室2厅,73.11平米,东北,精装,有电梯,中楼层(共25层)2002年建板塔结合,布心,435.0,罗湖区
1269,1269,今日家园 布心地铁口 翠园 急售 诚心,今日家园,3室1厅,73.11平米,西南,其他,有电梯,中楼层(共25层)2002年建板塔结合,布心,435.0,罗湖区
1270,1270,看翠竹山全景 一手业主 高楼层采光通风 业主诚心卖,翠拥华庭,3室2厅,98.71平米,北,其他,有电梯,中楼层(共32层)2001年建板塔结合,百仕达,580.0,罗湖区
1271,1271,精装三房，少量出售，满两年红本在手，124平米大三房,湖滨阁,3室2厅,124.92平米,东南 南 北,其他,精装,中楼层(共16层)2002年建暂无数据,黄贝岭,750.0,罗湖区
1272,1272,汇锦名园一房，厅出阳台，高楼层满两年，业主诚意出售,汇锦名园,1室1厅,41.05平米,东,精装,有电梯,高楼层(共24层)2001年建板塔结合,螺岭,255.0,罗湖区
1273,1273,联城美园 两居室 精装修 租约6300 带小区花园,联城美园,2室1厅,56.35平米,西南,精装,有电梯,低楼层(共35层)2006年建板塔结合,春风路,350.0,罗湖区
1274,1274,金洲花园 大2房 满二 精装修 安静不沿街 视野开阔,金洲花园,2室2厅,71.87平米,南 北,简装,无电梯,高楼层(共8层)2001年建板塔结合,布心,298.0,罗湖区
1275,1275,螺岭外国语低总价大三房且无占用，户型方正，诚心出售,华丽花园,3室2厅,100.45平米,东北,精装,有电梯,低楼层(共29层)1996年建塔楼,螺岭,495.0,罗湖区
1276,1276,靠山看景，精装3房拎包入住，满两年！,阳光绿地家园,2室1厅,51.39平米,西南,精装,有电梯,低楼层(共27层)2007年建板塔结合,百仕达,315.0,罗湖区
1277,1277,大两房住家舒适 大阳台朝东南 精装修随时入住,天地大厦,3室2厅,93.15平米,东南,其他,有电梯,中楼层(共23层)1992年建塔楼,地王,450.0,罗湖区
1278,1278,地铁3号线  田贝站 朝东一房 随时可看 很少放盘,旭飞华达园,1室0厅,22.86平米,东,其他,有电梯,高楼层(共24层)2002年建塔楼,百仕达,112.0,罗湖区
1279,1279,桂园未用，老街地铁口，户型方正,港岛银座,2室1厅,68.79平米,东南,其他,有电梯,高楼层(共32层)2006年建板塔结合,地王,340.0,罗湖区
1280,1280,联城美园单身公寓满五年28.53平米142万单价不到五万,联城美园,1室0厅,28.53平米,北,精装,有电梯,高楼层(共35层)2006年建板塔结合,春风路,142.0,罗湖区
1281,1281,深纺大院 2室1厅 518万,深纺大院,2室1厅,78.52平米,南,其他,其他,高楼层(共7层)1986年建暂无数据,翠竹,518.0,罗湖区
1282,1282,客厅正出阳台，方正格局，近口岸，交通便利。,锦上花家园,2室1厅,60.55平米,东北,其他,有电梯,中楼层(共32层)2003年建板塔结合,黄贝岭,300.0,罗湖区
1283,1283,总监推荐 3号线 水贝 人车分流 看花园,太阳新城,3室1厅,97.09平米,西北,其他,有电梯,中楼层(共18层)2002年建塔楼,布心,516.8,罗湖区
1284,1284,南向大阳台， 高层观景看香港，满2年钥匙房装修好,城市天地广场,1室1厅,50.97平米,南,其他,有电梯,高楼层(共39层)2005年建板塔结合,万象城,283.0,罗湖区
1285,1285,正南向 花园社区精装两房 客厅带阳台 满两年,虹桥星座大厦,2室1厅,42.8平米,南,其他,有电梯,低楼层(共22层)2005年建板塔结合,笋岗,260.0,罗湖区
1286,1286,水贝洪湖公园丰湖花园 满五年 正规两房低总价带阳台,丰湖花园,2室1厅,68.59平米,北,其他,有电梯,中楼层(共26层)2005年建板塔结合,清水河,285.0,罗湖区
1287,1287,阳光新干线 近罗湖口岸 无增值税 精装小两房,阳光新干线家园,2室1厅,39.19平米,西北,其他,有电梯,中楼层(共33层)2005年建塔楼,春风路,215.0,罗湖区
1288,1288,合正星园 3室2厅 780万,合正星园,3室2厅,103.43平米,北,其他,有电梯,低楼层(共25层)2004年建板塔结合,翠竹,780.0,罗湖区
1289,1289,花园社区 人车分流 地铁站两线三站 高层看洪湖公园,泊林花园,1室1厅,46.44平米,西,简装,有电梯,高楼层(共30层)2006年建板塔结合,翠竹,265.0,罗湖区
1290,1290,地铁口顶楼挑高户型，满两年，业主诚心出售！,百仕达花园二期,3室2厅,112.96平米,南,精装,有电梯,高楼层(共9层)2000年建板塔结合,百仕达,750.0,罗湖区
1291,1291,金祥都市花园 2室2厅 320万,金祥都市花园,2室2厅,71.65平米,南,其他,有电梯,中楼层(共11层)2007年建板塔结合,清水河,320.0,罗湖区
1292,1292,华裕花园 3室1厅 440万,华裕花园,3室1厅,91.97平米,南 东北,简装,有电梯,中楼层(共32层)1994年建板塔结合,螺岭,440.0,罗湖区
1293,1293,靖轩豪苑 2室1厅 500万,靖轩豪苑,2室1厅,72.61平米,东北,其他,其他,中楼层(共32层)2017年建暂无数据,黄贝岭,500.0,罗湖区
1294,1294,庆云花园 大三房 厅出阳台 满五年,田心庆云花园,3室1厅,93.28平米,东,其他,有电梯,低楼层(共28层)2003年建板塔结合,笋岗,470.0,罗湖区
1295,1295,满五红本，总价低的正规两房，带大阳台朝向安静,庐江春天公寓,2室1厅,63.87平米,西,其他,有电梯,中楼层(共15层)2011年建板塔结合,笋岗,260.0,罗湖区
1296,1296,海富花园户型方正两房出售，通风采光好，交通便利，,海富花园,2室1厅,72.54平米,北,其他,有电梯,低楼层(共32层)1991年建塔楼,黄贝岭,300.0,罗湖区
1297,1297,百仕达乐湖精装三房 户型方正 厅出阳台 业主自住,百仕达乐湖,3室2厅,121.47平米,北,其他,有电梯,低楼层(共32层)2008年建板塔结合,百仕达,820.0,罗湖区
1298,1298,合正荣悦 4室1厅 1350万,合正荣悦,4室1厅,133.99平米,南,其他,有电梯,低楼层(共31层)2014年建板塔结合,黄贝岭,1350.0,罗湖区
1299,1299,安静位置 高楼层 通风采光好 南北通 业主诚心卖,百仕达花园一期,4室1厅,141.48平米,西南 东北,其他,有电梯,低楼层(共9层)1997年建板塔结合,百仕达,850.0,罗湖区
1300,1300,精选房源  莲塘 鹏兴花园六期 跃式户型,鹏兴花园六期,2室2厅,78.18平米,西南,简装,有电梯,高楼层(共22层)2003年建板塔结合,莲塘,460.0,罗湖区
1301,1301,嘉宝田花园一期西南朝花园方正三房，楼层高安静采光好,嘉宝田花园,3室1厅,85.5平米,西南,简装,有电梯,中楼层(共16层)2002年建板塔结合,笋岗,600.0,罗湖区
1302,1302,"5,7号线  太安地铁口 百仕达物业 看湖景",百仕达花园二期,2室1厅,73.5平米,南,其他,有电梯,高楼层(共18层)1999年建板塔结合,百仕达,500.0,罗湖区
1303,1303,和平广场精装三房 地铁口 万象城 东门步行街,和平广场,3室1厅,75.83平米,西北,其他,有电梯,低楼层(共34层)2000年建板塔结合,地王,408.0,罗湖区
